episode name	episode transcript url	episode campaign number	episode number in campaign	episode id
Brawl_in_the_Arches	https://criticalrole.fandom.com/wiki/Brawl_in_the_Arches/Transcript	1	76	6443
Clash_at_Daxio	https://criticalrole.fandom.com/wiki/Clash_at_Daxio/Transcript	1	77	6583
The_Siege_of_Emon	https://criticalrole.fandom.com/wiki/The_Siege_of_Emon/Transcript	1	78	6637
Thordak	https://criticalrole.fandom.com/wiki/Thordak/Transcript	1	79	6725
Raishan	https://criticalrole.fandom.com/wiki/Raishan/Transcript	1	80	6798
What_Lies_Beneath_the_Surface	https://criticalrole.fandom.com/wiki/What_Lies_Beneath_the_Surface/Transcript	1	81	6818
Deadly_Echoes	https://criticalrole.fandom.com/wiki/Deadly_Echoes/Transcript	1	82	6865
The_Deciever's_Stand	https://criticalrole.fandom.com/wiki/The_Deciever's_Stand/Transcript	1	83	13742
Loose_Ends	https://criticalrole.fandom.com/wiki/Loose_Ends/Transcript	1	84	6942
A_Bard's_Lament	https://criticalrole.fandom.com/wiki/A_Bard's_Lament/Transcript	1	85	6978
Daring_Days	https://criticalrole.fandom.com/wiki/Daring_Days/Transcript	1	86	7038
Onward_to_Vesrah	https://criticalrole.fandom.com/wiki/Onward_to_Vesrah/Transcript	1	87	7189
Tangled_Depths	https://criticalrole.fandom.com/wiki/Tangled_Depths/Transcript	1	88	7248
Curious_Tides	https://criticalrole.fandom.com/wiki/Curious_Tides/Transcript	1	89	7280
Voice_of_the_Tempest	https://criticalrole.fandom.com/wiki/Voice_of_the_Tempest/Transcript	1	90	7323
Vox_Machina_Go_to_Hell	https://criticalrole.fandom.com/wiki/Vox_Machina_Go_to_Hell/Transcript	1	91	7386
Deals_in_the_Dark	https://criticalrole.fandom.com/wiki/Deals_in_the_Dark/Transcript	1	92	7425
Bats_Out_of_Hell	https://criticalrole.fandom.com/wiki/Bats_Out_of_Hell/Transcript	1	93	7524
Jugs_and_Rods	https://criticalrole.fandom.com/wiki/Jugs_and_Rods/Transcript	1	94	7615
One_Year_Later	https://criticalrole.fandom.com/wiki/One_Year_Later/Transcript	1	95	7712
Family_Matters	https://criticalrole.fandom.com/wiki/Family_Matters/Transcript	1	96	7756
Taryon,_My_Wayward_Son	https://criticalrole.fandom.com/wiki/Taryon,_My_Wayward_Son/Transcript	1	97	7790
The_Mines_of_the_Many	https://criticalrole.fandom.com/wiki/The_Mines_of_the_Many/Transcript	1	98	7842
Masquerade	https://criticalrole.fandom.com/wiki/Masquerade/Transcript	1	99	7897
Unfinished_Business	https://criticalrole.fandom.com/wiki/Unfinished_Business/Transcript	1	100	7952
Thar_Amphala	https://criticalrole.fandom.com/wiki/Thar_Amphala/Transcript	1	101	8011
Race_to_the_Tower	https://criticalrole.fandom.com/wiki/Race_to_the_Tower/Transcript	1	102	8052
The_Fate-Touched	https://criticalrole.fandom.com/wiki/The_Fate-Touched/Transcript	1	103	8091
Elysium	https://criticalrole.fandom.com/wiki/Elysium/Transcript	1	104	8138
The_Fear_of_Isolation	https://criticalrole.fandom.com/wiki/The_Fear_of_Isolation/Transcript	1	105	8164
The_Endless_Atheneeum	https://criticalrole.fandom.com/wiki/The_Endless_Atheneeum/Transcript	1	106	8275
Scaldseat	https://criticalrole.fandom.com/wiki/Scaldseat/Transcript	1	107	8321
The_Core_Anvil	https://criticalrole.fandom.com/wiki/The_Core_Anvil/Transcript	1	108	8364
The_Ominous_March	https://criticalrole.fandom.com/wiki/The_Ominous_March/Transcript	1	109	8390
The_Climb_Within	https://criticalrole.fandom.com/wiki/The_Climb_Within/Transcript	1	110	8422
Shadows_of_Thomara	https://criticalrole.fandom.com/wiki/Shadows_of_Thomara/Transcript	1	111	8583
Dark_Dealings	https://criticalrole.fandom.com/wiki/Dark_Dealings/Transcript	1	112	8645
The_Final_Ascent	https://criticalrole.fandom.com/wiki/The_Final_Ascent/Transcript	1	113	8662
Vecna,_the_Ascended	https://criticalrole.fandom.com/wiki/Vecna,_the_Ascended/Transcript	1	114	8683
Curious_Beginnings	https://criticalrole.fandom.com/wiki/Curious_Beginnings/Transcript	2	1	8976
A_Show_of_Scrutiny	https://criticalrole.fandom.com/wiki/A_Show_of_Scrutiny/Transcript	2	2	9135
The_Midnight_Chase	https://criticalrole.fandom.com/wiki/The_Midnight_Chase/Transcript	2	3	9261
Disparate_Pieces	https://criticalrole.fandom.com/wiki/Disparate_Pieces/Transcript	2	4	9337
The_Open_Road	https://criticalrole.fandom.com/wiki/The_Open_Road/Transcript	2	5	9497
The_Howling_Mines	https://criticalrole.fandom.com/wiki/The_Howling_Mines/Transcript	2	6	9596
Hush	https://criticalrole.fandom.com/wiki/Hush/Transcript	2	7	9731
The_Gates_of_Zadash	https://criticalrole.fandom.com/wiki/The_Gates_of_Zadash/Transcript	2	8	9796
Steam_and_Conversation	https://criticalrole.fandom.com/wiki/Steam_and_Conversation/Transcript	2	9	9949
Waste_and_Webs	https://criticalrole.fandom.com/wiki/Waste_and_Webs/Transcript	2	10	10047
Zemnian_Nights	https://criticalrole.fandom.com/wiki/Zemnian_Nights/Transcript	2	11	10102
Midnight_Espionage	https://criticalrole.fandom.com/wiki/Midnight_Espionage/Transcript	2	12	10161
Lost_&_Found	https://criticalrole.fandom.com/wiki/Lost_&_Found/Transcript	2	13	10207
Fleeting_Memories	https://criticalrole.fandom.com/wiki/Fleeting_Memories/Transcript	2	14	10267
Where_the_River_Goes	https://criticalrole.fandom.com/wiki/Where_the_River_Goes/Transcript	2	15	4768
A_Favor_in_Kind	https://criticalrole.fandom.com/wiki/A_Favor_in_Kind/Transcript	2	16	10439
Harvest_Close	https://criticalrole.fandom.com/wiki/Harvest_Close/Transcript	2	17	10723
Whispers_of_War	https://criticalrole.fandom.com/wiki/Whispers_of_War/Transcript	2	18	10820
The_Gentleman's_Path	https://criticalrole.fandom.com/wiki/The_Gentleman's_Path/Transcript	2	19	10919
Labenda_Awaits	https://criticalrole.fandom.com/wiki/Labenda_Awaits/Transcript	2	20	10969
Stalker_in_the_Swamp	https://criticalrole.fandom.com/wiki/Stalker_in_the_Swamp/Transcript	2	21	11071
Lost_Treasures	https://criticalrole.fandom.com/wiki/Lost_Treasures/Transcript	2	22	11168
Have_Bird,_Will_Travel	https://criticalrole.fandom.com/wiki/Have_Bird,_Will_Travel/Transcript	2	23	11254
The_Hour_of_Honor	https://criticalrole.fandom.com/wiki/The_Hour_of_Honor/Transcript	2	24	11344
Divergent_Paths	https://criticalrole.fandom.com/wiki/Divergent_Paths/Transcript	2	25	11476
Found_&_Lost	https://criticalrole.fandom.com/wiki/Found_&_Lost/Transcript	2	26	11576
Converging_Fury	https://criticalrole.fandom.com/wiki/Converging_Fury/Transcript	2	27	11822
Within_the_Nest	https://criticalrole.fandom.com/wiki/Within_the_Nest/Transcript	2	28	11916
The_Stalking_Nightmare	https://criticalrole.fandom.com/wiki/The_Stalking_Nightmare/Transcript	2	29	12151
The_Journey_Home	https://criticalrole.fandom.com/wiki/The_Journey_Home/Transcript	2	30	12298
Commerce_&_Chaos	https://criticalrole.fandom.com/wiki/Commerce_&_Chaos/Transcript	2	31	12397
Beyond_the_Boundaries	https://criticalrole.fandom.com/wiki/Beyond_the_Boundaries/Transcript	2	32	12494
The_Ruby_and_the_Sapphire	https://criticalrole.fandom.com/wiki/The_Ruby_and_the_Sapphire/Transcript	2	33	12661
Encroaching_Waters	https://criticalrole.fandom.com/wiki/Encroaching_Waters/Transcript	2	34	12712
Dockside_Diplomacy	https://criticalrole.fandom.com/wiki/Dockside_Diplomacy/Transcript	2	35	12912
O_Captain,_Who's_Captain?	https://criticalrole.fandom.com/wiki/O_Captain,_Who's_Captain?/Transcript	2	36	13073
Dangerous_Liaisons	https://criticalrole.fandom.com/wiki/Dangerous_Liaisons/Transcript	2	37	13077
Welcome_to_the_Jungle	https://criticalrole.fandom.com/wiki/Welcome_to_the_Jungle/Transcript	2	38	13243
Temple_of_the_False_Serpent	https://criticalrole.fandom.com/wiki/Temple_of_the_False_Serpent/Transcript	2	39	13315
Dubious_Pursuits	https://criticalrole.fandom.com/wiki/Dubious_Pursuits/Transcript	2	40	13433
A_Pirate's_Life_for_Me	https://criticalrole.fandom.com/wiki/A_Pirate's_Life_for_Me/Transcript	2	41	13478
A_Hole_in_a_Plan	https://criticalrole.fandom.com/wiki/A_Hole_in_a_Plan/Transcript	2	42	3545
In_Hot_Water	https://criticalrole.fandom.com/wiki/In_Hot_Water/Transcript	2	43	13657
The_Diver's_Grave	https://criticalrole.fandom.com/wiki/The_Diver's_Grave/Transcript	2	44	13742
The_Stowaway	https://criticalrole.fandom.com/wiki/The_Stowaway/Transcript	2	45	13817
A_Storm_of_Memories	https://criticalrole.fandom.com/wiki/A_Storm_of_Memories/Transcript	2	46	13953
The_Second_Seal	https://criticalrole.fandom.com/wiki/The_Second_Seal/Transcript	2	47	14150
Homeward_Bound	https://criticalrole.fandom.com/wiki/Homeward_Bound/Transcript	2	48	14241
A_Game_of_Names	https://criticalrole.fandom.com/wiki/A_Game_of_Names/Transcript	2	49	14329
The_Endless_Burrows	https://criticalrole.fandom.com/wiki/The_Endless_Burrows/Transcript	2	50	14452
Xhorhas	https://criticalrole.fandom.com/wiki/Xhorhas/Transcript	2	51	10027
Feral_Business	https://criticalrole.fandom.com/wiki/Feral_Business/Transcript	2	52	14812
Cornered	https://criticalrole.fandom.com/wiki/Cornered/Transcript	2	53	14946
Well_Beneath	https://criticalrole.fandom.com/wiki/Well_Beneath/Transcript	2	54	15146
Duplicity	https://criticalrole.fandom.com/wiki/Duplicity/Transcript	2	55	15242
The_Favor	https://criticalrole.fandom.com/wiki/The_Favor/Transcript	2	56	15323
In_Love_and_War	https://criticalrole.fandom.com/wiki/In_Love_and_War/Transcript	2	57	15457
Wood_and_Steel	https://criticalrole.fandom.com/wiki/Wood_and_Steel/Transcript	2	58	15629
Perspective	https://criticalrole.fandom.com/wiki/Perspective/Transcript	2	59	15679
A_Turtle_By_Any_Other_Name	https://criticalrole.fandom.com/wiki/A_Turtle_By_Any_Other_Name/Transcript	2	60	15726
Agreements	https://criticalrole.fandom.com/wiki/Agreements/Transcript	2	61	15752
Domestic_Respite	https://criticalrole.fandom.com/wiki/Domestic_Respite/Transcript	2	62	15792
Intervention	https://criticalrole.fandom.com/wiki/Intervention/Transcript	2	63	15832
A_Dangerous_Chase	https://criticalrole.fandom.com/wiki/A_Dangerous_Chase/Transcript	2	64	15867
Chases_and_Trees	https://criticalrole.fandom.com/wiki/Chases_and_Trees/Transcript	2	65	15921
Beneath_Bazzoxan	https://criticalrole.fandom.com/wiki/Beneath_Bazzoxan/Transcript	2	66	16013
Beyond_the_Eyes_of_Angels	https://criticalrole.fandom.com/wiki/Beyond_the_Eyes_of_Angels/Transcript	2	67	16100
Reflections	https://criticalrole.fandom.com/wiki/Reflections/Transcript	2	68	16166
The_King's_Cage	https://criticalrole.fandom.com/wiki/The_King's_Cage/Transcript	2	69	16245
Causatum	https://criticalrole.fandom.com/wiki/Causatum/Transcript	2	70	16442
Family_Gathering	https://criticalrole.fandom.com/wiki/Family_Gathering/Transcript	2	71	16518
Clay_and_Dust	https://criticalrole.fandom.com/wiki/Clay_and_Dust/Transcript	2	72	16575
Uthodurn	https://criticalrole.fandom.com/wiki/Uthodurn/Transcript	2	73	16655
Manifold_Morals	https://criticalrole.fandom.com/wiki/Manifold_Morals/Transcript	2	74	16736
Rime_and_Reason	https://criticalrole.fandom.com/wiki/Rime_and_Reason/Transcript	2	75	16830
Refjorged	https://criticalrole.fandom.com/wiki/Refjorged/Transcript	2	76	16922
A_Tangled_Web	https://criticalrole.fandom.com/wiki/A_Tangled_Web/Transcript	2	77	17154
Between_the_Lines	https://criticalrole.fandom.com/wiki/Between_the_Lines/Transcript	2	78	17296
Through_the_Trees	https://criticalrole.fandom.com/wiki/Through_the_Trees/Transcript	2	79	17346
The_Folding_Halls	https://criticalrole.fandom.com/wiki/The_Folding_Halls/Transcript	2	80	17497
From_Door_to_Door	https://criticalrole.fandom.com/wiki/From_Door_to_Door/Transcript	2	81	17579
The_Beat_of_the_Permaheart	https://criticalrole.fandom.com/wiki/The_Beat_of_the_Permaheart/Transcript	2	82	17633
Dark_Bargains	https://criticalrole.fandom.com/wiki/Dark_Bargains/Transcript	2	83	17712
Titles_and_Tattoos	https://criticalrole.fandom.com/wiki/Titles_and_Tattoos/Transcript	2	84	17781
The_Threads_Converge	https://criticalrole.fandom.com/wiki/The_Threads_Converge/Transcript	2	85	17843
The_Cathedral	https://criticalrole.fandom.com/wiki/The_Cathedral/Transcript	2	86	17961
Punishment_and_Politics	https://criticalrole.fandom.com/wiki/Punishment_and_Politics/Transcript	2	87	18127
Unwanted_Reunions	https://criticalrole.fandom.com/wiki/Unwanted_Reunions/Transcript	2	88	18221
Lingering_Wounds	https://criticalrole.fandom.com/wiki/Lingering_Wounds/Transcript	2	89	18303
Bathhouses_and_Bastions	https://criticalrole.fandom.com/wiki/Bathhouses_and_Bastions/Transcript	2	90	18703
Stone_to_Clay	https://criticalrole.fandom.com/wiki/Stone_to_Clay/Transcript	2	91	18798
Home_Is_Where_the_Heart_Is	https://criticalrole.fandom.com/wiki/Home_Is_Where_the_Heart_Is/Transcript	2	92	19012
Misery_Loves_Company	https://criticalrole.fandom.com/wiki/Misery_Loves_Company/Transcript	2	93	19107
With_Great_Power	https://criticalrole.fandom.com/wiki/With_Great_Power/Transcript	2	94	19184
Blessing_In_Disguise	https://criticalrole.fandom.com/wiki/Blessing_In_Disguise/Transcript	2	95	19274
Family_Shatters	https://criticalrole.fandom.com/wiki/Family_Shatters/Transcript	2	96	19365
The_Fancy_and_the_Fooled	https://criticalrole.fandom.com/wiki/The_Fancy_and_the_Fooled/Transcript	2	97	19475
Dark_Waters	https://criticalrole.fandom.com/wiki/Dark_Waters/Transcript	2	98	19611
High_Seas,_High_Stakes	https://criticalrole.fandom.com/wiki/High_Seas,_High_Stakes/Transcript	2	99	19658
Hunted_at_Sea	https://criticalrole.fandom.com/wiki/Hunted_at_Sea/Transcript	2	100	21101
Mysteries,_Memories,_and_Music	https://criticalrole.fandom.com/wiki/Mysteries,_Memories,_and_Music/Transcript	2	101	21253
Ghosts,_Dinosaurs,_and_Stuff	https://criticalrole.fandom.com/wiki/Ghosts,_Dinosaurs,_and_Stuff/Transcript	2	102	21431
Maritime_Mysteries	https://criticalrole.fandom.com/wiki/Maritime_Mysteries/Transcript	2	103	21631
The_Ruined_Sliver	https://criticalrole.fandom.com/wiki/The_Ruined_Sliver/Transcript	2	104	21843
Rumble_at_Rumblecusp	https://criticalrole.fandom.com/wiki/Rumble_at_Rumblecusp/Transcript	2	105	21975
A_Fog_Lifted	https://criticalrole.fandom.com/wiki/A_Fog_Lifted/Transcript	2	106	22173
Devoutness_and_Dicks	https://criticalrole.fandom.com/wiki/Devoutness_and_Dicks/Transcript	2	107	22194
Traveler_Con	https://criticalrole.fandom.com/wiki/Traveler_Con/Transcript	2	108	22630
